CustomerID,last_purchase_date,first_purchase_date,total_transactions,total_quantity,country,total_spend,days_since_last_purchase,Churn
12375.0,2011-11-29 10:36:00,2011-09-02 14:23:00,2,178,Finland,457.5,10,0
12377.0,2011-01-28 15:45:00,2010-12-20 09:37:00,2,944,Switzerland,1628.12,314,1
12378.0,2011-08-02 10:34:00,2011-08-02 10:34:00,1,2529,Switzerland,4008.62,129,0
12379.0,2011-09-19 10:09:00,2011-06-22 16:32:00,2,407,Belgium,852.24,81,0
12380.0,2011-11-18 11:27:00,2011-06-07 09:49:00,4,1127,Belgium,2724.81,21,0
12381.0,2011-12-05 12:44:00,2011-08-12 09:57:00,5,808,Norway,1845.31,4,0
12383.0,2011-06-08 08:02:00,2010-12-22 14:28:00,5,1532,Belgium,1850.56,184,1
12384.0,2011-11-11 08:39:00,2011-08-10 11:23:00,2,126,Switzerland,585.27,28,0
12386.0,2011-01-06 12:37:00,2010-12-08 09:53:00,2,354,Australia,401.9,337,1
12388.0,2011-11-24 12:30:00,2011-01-17 11:12:00,6,1462,Australia,2780.66,15,0
12390.0,2011-09-21 09:33:00,2011-09-21 09:33:00,1,353,Belgium,549.84,79,0
12391.0,2011-11-18 12:07:00,2011-11-18 12:07:00,1,293,Cyprus,439.66,21,0
12393.0,2011-09-28 15:41:00,2011-01-11 09:47:00,4,816,Australia,1582.6000000000001,71,0
12394.0,2011-10-07 08:08:00,2011-05-06 14:01:00,2,819,Belgium,1272.48,63,0
12395.0,2011-11-20 15:21:00,2010-12-03 16:35:00,12,2118,Belgium,3018.63,18,0
12397.0,2011-11-04 09:52:00,2011-07-27 14:21:00,2,1263,Belgium,2409.9,35,0
12398.0,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1394,Switzerland,1635.6599999999999,45,0
12399.0,2011-08-12 13:15:00,2011-03-23 09:42:00,4,1178,Belgium,1108.65,118,0
12401.0,2011-02-09 13:50:00,2011-02-09 13:50:00,1,11,Belgium,84.3,302,1
12402.0,2011-01-20 13:49:00,2011-01-20 13:49:00,1,94,Belgium,225.6,322,1
12403.0,2011-10-21 10:51:00,2011-10-21 10:51:00,1,96,Denmark,427.7,49,0
12405.0,2011-07-14 08:52:00,2011-07-14 08:52:00,1,857,Finland,1710.39,148,0
12406.0,2011-11-17 19:22:00,2011-06-09 10:23:00,2,1818,Denmark,3415.3,21,0
12407.0,2011-10-21 10:11:00,2011-03-20 13:21:00,5,1416,Belgium,1708.1200000000001,49,0
12408.0,2011-11-07 12:27:00,2011-03-24 14:46:00,5,1409,Belgium,2888.55,32,0
12409.0,2011-09-22 10:38:00,2011-06-10 12:19:00,3,5551,Switzerland,11072.67,78,0
12410.0,2011-02-04 10:39:00,2011-02-04 10:38:00,2,211,Switzerland,693.3299999999999,308,1
12412.0,2011-09-26 10:16:00,2011-06-23 13:51:00,3,829,Denmark,1226.88,74,0
12413.0,2011-10-04 09:00:00,2011-01-06 16:12:00,3,286,France,758.1,66,0
12414.0,2011-05-06 14:51:00,2011-02-02 14:51:00,3,300,Austria,562.41,216,1
12415.0,2011-11-15 14:22:00,2011-01-06 11:12:00,21,77374,Australia,124914.53,23,0
12417.0,2011-12-06 14:52:00,2010-12-17 11:51:00,9,1552,Belgium,3649.1,2,0
12418.0,2011-08-19 11:08:00,2011-08-19 11:08:00,1,407,Switzerland,668.58,112,0
12420.0,2011-10-07 08:55:00,2011-10-07 08:55:00,1,345,Cyprus,600.39,63,0
12421.0,2011-11-24 09:07:00,2011-01-24 15:09:00,4,484,Spain,807.04,15,0
12422.0,2011-09-05 09:48:00,2011-01-19 09:13:00,3,370,Australia,803.5600000000001,95,0
12423.0,2011-12-09 10:10:00,2010-12-21 10:54:00,8,1339,Belgium,1859.31,0,0
12424.0,2011-06-30 12:06:00,2011-06-30 12:06:00,2,740,Australia,1760.96,162,0
12425.0,2011-09-22 17:31:00,2011-09-22 17:31:00,1,496,Portugal,777.2,77,0
12426.0,2011-05-29 12:26:00,2011-05-29 12:26:00,1,258,Germany,582.73,194,1
12427.0,2011-11-18 08:56:00,2010-12-03 10:44:00,3,533,Germany,825.8,21,0
12428.0,2011-11-14 08:22:00,2011-03-01 09:33:00,9,3536,Finland,7956.46,25,0
12429.0,2011-11-30 17:22:00,2010-12-09 12:05:00,4,1557,Denmark,3750.4,8,0
12430.0,2011-10-27 15:09:00,2011-10-27 15:09:00,1,117,Norway,256.4,42,0
12431.0,2011-11-04 11:55:00,2010-12-01 10:03:00,15,2896,Australia,6419.95,35,0
12432.0,2011-10-28 11:43:00,2011-06-20 13:27:00,5,1801,Norway,5059.32,42,0
12433.0,2011-12-09 10:02:00,2010-12-01 13:24:00,7,11071,Norway,13375.87,0,0
12434.0,2011-09-16 12:38:00,2011-03-24 13:05:00,2,394,Australia,806.14,84,0
12435.0,2011-09-21 09:06:00,2011-03-17 07:40:00,2,2055,Denmark,7829.89,79,0
12436.0,2011-09-01 12:09:00,2011-09-01 12:09:00,1,211,Norway,509.01,99,0
12437.0,2011-12-08 11:35:00,2011-01-12 14:13:00,18,2922,France,4951.41,1,0
12438.0,2011-11-25 13:28:00,2011-07-22 13:29:00,2,1180,Norway,2906.85,13,0
12441.0,2010-12-08 10:45:00,2010-12-08 10:45:00,1,121,France,173.55,366,1
12442.0,2011-12-06 14:22:00,2011-12-06 14:22:00,1,182,Spain,172.06,2,0
12444.0,2011-11-18 13:23:00,2011-06-21 14:00:00,5,1153,Norway,5005.46,20,0
12445.0,2011-11-17 18:43:00,2011-11-17 18:43:00,1,62,Spain,133.4,21,0
12446.0,2011-10-13 12:50:00,2011-10-13 12:50:00,1,351,RSA,1002.3100000000001,57,0
12447.0,2011-04-10 13:25:00,2011-04-10 13:25:00,1,190,Belgium,476.49,242,1
12448.0,2011-10-26 13:46:00,2011-10-26 13:46:00,1,243,Spain,449.45,43,0
12449.0,2011-11-17 13:46:00,2011-06-05 15:37:00,4,1553,Belgium,4067.29,21,0
12450.0,2011-07-06 14:41:00,2011-06-19 14:36:00,2,128,Spain,197.88,155,0
12451.0,2011-11-29 08:40:00,2011-01-19 09:05:00,5,6575,Switzerland,9035.52,10,0
12452.0,2011-11-23 10:28:00,2011-11-23 08:05:00,2,185,Switzerland,430.57,16,0
12453.0,2011-07-28 14:08:00,2011-07-28 14:08:00,1,473,Austria,707.09,133,0
12454.0,2011-10-14 17:13:00,2011-10-14 17:13:00,1,1006,Spain,3528.34,55,0
12455.0,2011-09-27 15:31:00,2011-02-16 09:56:00,6,2089,Cyprus,2466.86,72,0
12456.0,2011-10-26 14:41:00,2011-03-30 09:12:00,3,1633,Switzerland,3181.04,43,0
12457.0,2011-10-04 13:13:00,2011-04-14 18:57:00,7,843,Switzerland,2363.23,65,0
12458.0,2011-09-29 15:25:00,2011-02-28 10:55:00,2,506,Switzerland,947.4,70,0
12461.0,2011-09-06 16:57:00,2011-07-08 10:23:00,2,287,Switzerland,826.88,93,0
12462.0,2011-11-21 09:11:00,2011-02-09 14:44:00,2,536,Spain,1189.59,18,0
12463.0,2011-10-17 13:44:00,2011-04-12 12:47:00,4,776,Belgium,1344.78,52,0
12464.0,2011-11-29 13:33:00,2011-02-03 13:30:00,8,112,Belgium,1212.05,9,0
12465.0,2011-11-22 16:34:00,2011-06-23 13:37:00,2,479,Belgium,742.1899999999999,16,0
12468.0,2011-06-05 11:36:00,2011-01-27 13:29:00,2,366,Germany,729.5400000000001,187,1
12471.0,2011-12-07 15:43:00,2010-12-10 09:35:00,30,8200,Germany,19788.65,1,0
12472.0,2011-11-07 14:01:00,2010-12-05 14:19:00,7,4148,Germany,6572.11,31,0
12473.0,2011-11-10 13:46:00,2011-06-01 10:15:00,5,2414,Germany,3928.0499999999997,28,0
12474.0,2011-11-22 14:39:00,2011-01-14 10:06:00,18,4833,Germany,7324.09,16,0
12475.0,2011-10-17 10:10:00,2011-10-17 10:10:00,1,535,Germany,723.38,53,0
12476.0,2011-11-24 12:40:00,2010-12-13 14:39:00,11,2408,Germany,6816.42,15,0
12477.0,2011-11-17 09:51:00,2011-02-11 12:45:00,6,3653,Germany,13219.74,22,0
12478.0,2011-12-06 09:56:00,2011-12-06 09:56:00,1,236,Greece,680.99,3,0
12479.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,385,Germany,527.2,10,0
12480.0,2011-11-11 14:52:00,2011-01-07 15:27:00,4,1707,Germany,3281.63,27,0
12481.0,2011-11-17 08:29:00,2010-12-09 10:13:00,10,3294,Germany,5579.82,22,0
12483.0,2011-11-22 17:02:00,2011-01-04 14:20:00,8,1110,Sweden,2484.98,16,0
12484.0,2011-11-07 11:37:00,2011-01-07 14:04:00,6,2187,Spain,4527.32,32,0
12488.0,2011-11-30 08:50:00,2011-09-25 10:34:00,3,529,France,1298.66,9,0
12489.0,2011-01-07 13:13:00,2011-01-07 13:13:00,1,105,France,334.93,335,1
12490.0,2011-12-04 16:07:00,2011-01-14 09:13:00,10,3064,France,5417.93,4,0
12491.0,2011-11-01 12:18:00,2011-11-01 12:18:00,1,260,France,460.40000000000003,38,0
12492.0,2011-10-07 15:15:00,2011-08-26 14:51:00,2,192,Germany,263.21000000000004,62,0
12493.0,2011-06-27 10:17:00,2011-05-26 14:53:00,2,207,France,433.74,165,0
12494.0,2011-11-24 09:34:00,2010-12-09 11:31:00,7,707,France,1246.1000000000001,15,0
12497.0,2011-09-19 12:29:00,2011-09-19 12:29:00,1,1236,Germany,1043.1,81,0
12498.0,2011-11-18 12:53:00,2011-10-13 09:30:00,3,159,Germany,403.70000000000005,20,0
12500.0,2011-11-16 16:20:00,2011-01-10 09:48:00,11,2678,Germany,4257.82,22,0
12501.0,2011-01-07 12:28:00,2011-01-07 12:28:00,1,1783,Germany,2169.39,336,1
12502.0,2011-09-05 11:52:00,2011-02-03 10:41:00,5,820,Spain,3723.87,95,0
12504.0,2011-11-21 16:02:00,2011-11-09 14:56:00,2,90,Germany,482.04999999999995,17,0
12506.0,2011-04-21 08:54:00,2011-04-21 08:54:00,1,23,France,73.5,232,1
12507.0,2011-07-28 17:09:00,2011-02-14 09:24:00,3,894,Spain,1304.81,133,0
12508.0,2011-11-13 15:37:00,2011-11-10 16:27:00,2,271,France,397.88,25,0
12509.0,2011-02-28 14:45:00,2011-02-28 14:45:00,1,55,France,176.5,283,1
12510.0,2011-07-20 10:15:00,2011-01-18 14:04:00,2,353,Spain,982.5699999999999,142,0
12512.0,2011-10-04 14:55:00,2011-10-04 14:53:00,2,96,Israel,132.18,65,0
12513.0,2011-08-19 10:51:00,2011-08-19 10:51:00,1,462,France,612.29,112,0
12514.0,2011-03-17 16:38:00,2011-03-17 16:38:00,1,440,Italy,1017.68,266,1
12515.0,2010-12-21 15:43:00,2010-12-21 15:43:00,1,131,Italy,383.7,352,1
12516.0,2011-09-23 09:13:00,2011-06-12 11:37:00,2,875,Germany,1312.06,77,0
12517.0,2011-11-11 14:04:00,2011-06-02 15:13:00,5,1361,Germany,2481.6,27,0
12518.0,2011-12-09 10:13:00,2011-08-21 13:18:00,5,1318,Germany,2056.89,0,0
12519.0,2011-10-07 09:26:00,2011-10-07 09:26:00,1,175,Germany,330.84,63,0
12520.0,2011-09-21 15:23:00,2011-03-11 11:35:00,5,1439,Germany,2634.26,78,0
12521.0,2011-07-20 10:51:00,2011-07-20 10:51:00,1,309,Germany,599.68,142,0
12522.0,2011-10-31 15:30:00,2011-10-19 14:41:00,2,194,Germany,192.72,38,0
12523.0,2011-11-20 12:55:00,2011-01-12 09:43:00,11,865,France,1789.77,18,0
12524.0,2011-11-30 15:31:00,2011-01-10 10:35:00,8,3699,Germany,4485.72,8,0
12526.0,2011-12-09 12:09:00,2011-09-06 14:19:00,3,632,Germany,1316.66,0,0
12527.0,2011-09-19 11:55:00,2011-01-18 12:05:00,3,234,Germany,348.71000000000004,81,0
12528.0,2011-11-30 14:40:00,2011-01-31 09:05:00,6,756,Germany,1933.48,8,0
12530.0,2011-10-11 12:34:00,2011-01-07 10:04:00,4,913,Germany,1662.28,59,0
12531.0,2011-11-25 11:12:00,2011-11-25 11:12:00,1,45,Germany,125.22,14,0
12532.0,2011-11-09 13:47:00,2011-11-09 13:47:00,1,153,France,349.83000000000004,29,0
12534.0,2011-08-01 10:26:00,2011-08-01 10:26:00,1,651,Germany,1089.18,130,0
12535.0,2011-09-09 08:48:00,2011-06-06 12:47:00,2,219,France,716.35,91,0
12536.0,2011-10-27 14:20:00,2011-10-11 14:52:00,3,2803,France,12601.830000000002,42,0
12538.0,2011-11-10 17:16:00,2011-11-10 17:16:00,1,191,Spain,363.95,28,0
12539.0,2011-11-17 13:30:00,2011-01-10 09:11:00,4,2067,Spain,5568.35,21,0
12540.0,2011-11-20 11:31:00,2010-12-13 09:39:00,17,6685,Spain,13400.24,19,0
12541.0,2011-11-10 10:40:00,2011-03-04 09:32:00,3,680,Spain,981.18,29,0
12544.0,2011-11-03 16:15:00,2011-11-03 16:15:00,1,136,Spain,372.7,35,0
12545.0,2011-09-25 13:39:00,2011-03-25 12:04:00,2,523,Spain,1000.39,74,0
12546.0,2011-10-24 12:09:00,2011-09-23 09:44:00,2,633,Spain,1161.5,46,0
12547.0,2011-05-26 12:38:00,2011-03-04 12:46:00,2,134,Spain,207.79999999999998,197,1
12548.0,2011-06-26 15:35:00,2011-06-26 15:35:00,1,49,Spain,95.19999999999999,165,0
12550.0,2011-09-21 14:35:00,2011-09-21 14:35:00,1,569,Spain,964.83,78,0
12551.0,2010-12-17 11:23:00,2010-12-17 11:23:00,1,100,Spain,168.0,357,1
12552.0,2011-11-01 10:02:00,2011-10-31 12:11:00,2,88,Italy,437.82,38,0
12553.0,2011-12-01 16:38:00,2011-01-14 10:42:00,10,1965,France,3692.28,7,0
12556.0,2011-10-20 13:06:00,2011-07-11 13:35:00,2,355,Spain,599.56,49,0
12557.0,2011-11-23 16:59:00,2010-12-03 12:20:00,5,4384,Spain,11990.960000000001,15,0
12558.0,2011-12-02 10:41:00,2011-12-02 10:41:00,1,196,USA,269.96,7,0
12559.0,2011-02-02 09:49:00,2011-01-24 10:12:00,2,283,Germany,561.71,310,1
12560.0,2011-12-04 13:54:00,2011-07-19 15:55:00,3,1110,Germany,2134.01,4,0
12561.0,2011-02-10 11:39:00,2011-02-10 11:39:00,1,177,Germany,238.85,302,1
12562.0,2011-12-01 17:20:00,2011-05-25 12:44:00,7,1779,France,3781.7400000000002,7,0
12564.0,2011-03-23 14:55:00,2011-03-23 14:55:00,1,133,France,456.9,260,1
12565.0,2011-02-24 10:34:00,2011-02-24 10:34:00,1,80,Saudi Arabia,145.92,288,1
12566.0,2011-09-14 14:30:00,2011-09-14 14:30:00,1,265,Germany,351.65,85,0
12567.0,2011-11-17 11:02:00,2010-12-05 11:57:00,10,4305,France,9401.28,22,0
12569.0,2011-12-07 16:24:00,2011-04-01 13:47:00,32,1801,Germany,4124.69,1,0
12571.0,2011-10-31 10:19:00,2011-08-10 12:35:00,2,523,France,519.61,39,0
12572.0,2011-12-01 09:20:00,2011-10-19 08:20:00,2,452,Germany,1020.42,8,0
12573.0,2011-04-26 15:52:00,2011-04-26 15:52:00,1,84,France,160.54000000000002,226,1
12574.0,2011-01-28 09:20:00,2011-01-28 09:20:00,1,61,France,218.45,315,1
12576.0,2011-11-04 10:11:00,2011-02-08 11:31:00,5,967,Poland,1315.83,35,0
12577.0,2011-11-04 13:24:00,2010-12-15 16:21:00,3,469,France,626.6,34,0
12578.0,2011-11-18 13:30:00,2011-01-13 15:34:00,2,1196,Italy,2794.51,20,0
12579.0,2011-09-22 17:15:00,2011-09-22 17:15:00,1,285,France,440.42,77,0
12580.0,2011-04-07 10:24:00,2011-04-07 10:24:00,1,238,Germany,415.7,246,1
12581.0,2011-10-31 08:56:00,2011-10-31 08:56:00,1,161,Germany,197.71,39,0
12582.0,2011-04-15 08:45:00,2011-02-24 11:42:00,2,300,Finland,511.36,238,1
12583.0,2011-12-07 08:07:00,2010-12-01 08:45:00,15,5060,France,7281.38,2,0
12584.0,2011-12-06 09:35:00,2011-03-04 15:15:00,9,416,Italy,2338.15,3,0
12585.0,2011-04-19 13:39:00,2010-12-23 12:58:00,2,1279,Germany,2040.1,233,1
12586.0,2011-11-22 16:24:00,2011-11-22 16:24:00,1,79,Italy,196.94000000000003,16,0
12587.0,2011-12-02 12:47:00,2011-12-02 12:47:00,1,51,Finland,144.0,7,0
12588.0,2011-10-31 15:01:00,2011-10-31 15:01:00,1,53,Finland,214.89999999999998,38,0
12589.0,2011-11-11 10:19:00,2011-07-18 12:05:00,2,306,France,646.68,28,0
12590.0,2011-05-12 14:52:00,2011-05-12 14:46:00,2,4283,Germany,9864.26,210,1
12591.0,2011-01-26 14:35:00,2011-01-26 14:35:00,1,228,Italy,452.84999999999997,316,1
12592.0,2011-09-08 15:04:00,2011-05-10 13:44:00,2,290,Germany,437.6,91,0
12593.0,2011-08-23 12:43:00,2011-05-05 09:29:00,3,206,France,418.09999999999997,108,0
12594.0,2011-11-02 12:20:00,2011-01-21 09:52:00,10,1777,Italy,3338.2200000000003,37,0
12596.0,2011-10-19 13:02:00,2011-04-11 13:22:00,2,474,Spain,618.27,50,0
12597.0,2011-11-20 13:33:00,2011-03-16 14:00:00,4,2236,Spain,3811.22,18,0
12598.0,2011-11-30 12:18:00,2011-02-28 11:58:00,8,1964,France,3023.08,9,0
12599.0,2011-11-10 13:34:00,2011-02-08 13:28:00,7,956,France,1032.58,28,0
12600.0,2011-11-11 10:29:00,2010-12-03 12:57:00,10,774,Germany,2599.04,28,0
12601.0,2011-06-03 10:17:00,2011-01-11 10:38:00,5,245,Germany,577.0600000000001,189,1
12602.0,2011-10-12 11:22:00,2011-10-12 11:22:00,1,162,France,153.12,58,0
12603.0,2011-11-18 10:42:00,2011-11-18 10:42:00,1,63,Germany,739.1999999999999,21,0
12604.0,2011-09-21 14:08:00,2011-03-23 12:06:00,2,201,France,254.18,78,0
12607.0,2011-10-10 16:06:00,2011-10-10 16:06:00,1,1228,USA,1579.51,59,0
12609.0,2011-09-22 16:34:00,2011-01-25 15:13:00,3,648,Germany,1126.85,77,0
12610.0,2011-11-17 09:34:00,2011-08-05 13:52:00,5,1049,Italy,2099.54,22,0
12611.0,2011-10-18 13:12:00,2011-10-18 13:12:00,1,846,Italy,1193.32,51,0
12612.0,2011-09-26 15:35:00,2011-09-26 15:35:00,1,262,Germany,704.0400000000001,73,0
12613.0,2011-10-13 14:59:00,2011-03-22 15:42:00,5,1644,Germany,3344.38,56,0
12614.0,2011-03-07 10:22:00,2011-03-07 10:22:00,1,76,Germany,315.6,277,1
12615.0,2011-12-07 15:02:00,2011-06-24 13:35:00,4,1376,France,2291.19,1,0
12616.0,2011-09-05 15:17:00,2011-02-15 14:17:00,2,284,France,713.3,94,0
12617.0,2011-11-10 14:39:00,2011-11-10 14:39:00,1,210,France,352.98,28,0
12618.0,2011-11-18 11:10:00,2011-11-18 11:10:00,1,96,Italy,177.31,21,0
12619.0,2011-11-23 14:52:00,2011-03-31 13:10:00,9,3378,Germany,3641.24,15,0
12620.0,2011-11-25 10:20:00,2011-05-19 12:10:00,3,1181,France,1339.41,14,0
12621.0,2011-12-08 11:25:00,2010-12-09 10:16:00,20,7440,Germany,13689.67,1,0
12622.0,2011-04-21 16:39:00,2011-04-21 16:39:00,1,69,Germany,180.1,231,1
12623.0,2011-03-08 13:50:00,2011-03-08 13:50:00,1,191,Germany,305.1,275,1
12624.0,2011-08-25 15:04:00,2011-06-15 12:34:00,2,355,France,641.13,105,0
12625.0,2011-05-12 09:54:00,2011-01-24 13:27:00,2,1612,Germany,2683.82,211,1
12626.0,2011-11-16 16:06:00,2011-01-17 11:01:00,9,3453,Germany,6620.48,22,0
12627.0,2011-11-29 12:07:00,2011-07-22 13:59:00,7,2752,Germany,4478.53,10,0
12628.0,2011-12-05 13:15:00,2011-10-06 09:28:00,3,448,Germany,786.46,3,0
12630.0,2011-11-30 10:48:00,2011-10-27 10:41:00,2,548,Finland,1270.88,9,0
12631.0,2011-10-13 13:53:00,2011-10-13 13:53:00,1,236,Finland,640.5,56,0
12633.0,2011-10-12 11:40:00,2011-02-25 08:44:00,4,1162,Germany,2163.98,58,0
12635.0,2011-09-11 11:04:00,2011-07-08 08:43:00,2,1172,Germany,1689.18,89,0
12637.0,2011-10-03 13:46:00,2011-01-20 10:47:00,8,2994,France,6002.9,66,0
12638.0,2011-11-06 13:11:00,2011-11-06 13:11:00,1,577,Sweden,671.69,32,0
12639.0,2011-04-15 12:48:00,2011-04-15 12:48:00,1,201,Sweden,486.1,238,1
12640.0,2011-11-16 11:52:00,2011-09-19 12:01:00,3,311,France,1174.58,23,0
12641.0,2011-08-16 13:26:00,2011-08-16 13:26:00,1,72,Sweden,185.9,114,0
12642.0,2011-11-14 15:03:00,2011-08-24 09:23:00,3,552,Germany,1013.26,24,0
12643.0,2011-08-03 12:56:00,2011-01-11 11:48:00,6,1808,France,3344.64,127,0
12644.0,2011-08-02 10:33:00,2011-08-02 10:33:00,1,325,Germany,477.91,129,0
12645.0,2011-11-06 12:38:00,2011-01-27 13:08:00,4,1084,Germany,1775.18,33,0
12646.0,2011-12-05 10:14:00,2011-10-21 12:52:00,2,897,USA,1346.97,4,0
12647.0,2011-11-17 12:56:00,2010-12-05 14:02:00,12,1431,Germany,3722.82,21,0
12648.0,2011-07-08 11:55:00,2011-07-08 11:55:00,1,160,Germany,318.05,154,0
12649.0,2011-08-24 14:41:00,2011-05-11 14:37:00,3,586,Germany,623.51,106,0
12650.0,2011-12-06 16:34:00,2011-12-06 16:34:00,1,254,France,314.44,2,0
12651.0,2011-01-09 12:46:00,2011-01-09 12:46:00,1,78,France,114.0,334,1
12652.0,2011-01-12 15:00:00,2011-01-12 15:00:00,1,505,France,919.98,330,1
12653.0,2011-07-14 10:41:00,2011-02-16 10:53:00,2,919,Israel,2209.85,148,0
12654.0,2011-11-29 10:10:00,2011-02-17 13:16:00,5,264,Germany,601.98,10,0
12656.0,2011-11-22 13:42:00,2011-04-20 09:20:00,5,1723,France,4051.17,16,0
12657.0,2011-11-28 15:47:00,2011-09-22 11:40:00,4,1044,France,1643.18,10,0
12658.0,2011-11-21 10:22:00,2011-11-21 10:22:00,1,320,Germany,686.05,18,0
12659.0,2011-11-10 11:53:00,2011-11-10 11:53:00,1,105,France,91.68,29,0
12660.0,2011-11-28 13:26:00,2011-11-28 13:26:00,1,127,France,245.1,10,0
12662.0,2011-12-09 11:59:00,2010-12-01 13:04:00,11,2058,Germany,3849.78,0,0
12664.0,2011-12-01 17:07:00,2011-01-21 11:42:00,9,1203,Finland,4881.88,7,0
12665.0,2011-01-19 08:34:00,2011-01-19 08:34:00,1,37,Germany,63.0,324,1
12667.0,2011-10-12 17:00:00,2011-10-12 17:00:00,1,395,Finland,620.13,57,0
12668.0,2011-11-28 10:56:00,2010-12-19 12:46:00,4,1634,Germany,3807.15,11,0
12669.0,2011-07-12 09:54:00,2011-03-28 10:15:00,3,1115,France,2744.0299999999997,150,0
12670.0,2011-11-29 15:23:00,2011-04-21 10:16:00,5,1397,France,2996.05,9,0
12672.0,2011-01-14 09:20:00,2011-01-14 09:20:00,1,78,France,225.89999999999998,329,1
12673.0,2011-12-04 13:55:00,2011-01-17 11:46:00,2,351,Germany,610.52,4,0
12674.0,2011-11-01 12:12:00,2011-05-16 09:10:00,4,1133,France,1970.6,38,0
12676.0,2011-11-15 12:25:00,2011-02-01 15:41:00,6,670,Sweden,1331.39,24,0
12678.0,2011-10-28 13:04:00,2010-12-21 11:00:00,12,10923,France,17628.46,41,0
12679.0,2011-10-12 12:30:00,2011-03-01 12:26:00,4,554,France,1113.02,58,0
12680.0,2011-12-09 12:50:00,2011-08-18 15:44:00,4,443,France,862.81,0,0
12681.0,2011-11-25 11:33:00,2010-12-07 10:08:00,22,7536,France,13787.54,14,0
12682.0,2011-12-06 10:00:00,2010-12-03 13:59:00,31,5555,France,12279.82,3,0
12683.0,2011-12-05 16:31:00,2010-12-09 10:37:00,15,4987,France,8476.57,3,0
12684.0,2011-12-02 09:53:00,2011-05-10 12:55:00,7,1985,France,2283.63,7,0
12685.0,2011-11-11 13:46:00,2011-09-07 10:28:00,6,1523,France,2863.08,27,0
12686.0,2010-12-03 09:51:00,2010-12-03 09:51:00,1,107,France,89.14,371,1
12688.0,2011-08-18 08:49:00,2011-08-18 08:49:00,1,3028,Israel,4873.8099999999995,113,0
12689.0,2011-11-14 08:31:00,2011-08-04 10:04:00,2,628,France,1247.61,25,0
12690.0,2011-05-18 09:09:00,2011-05-18 09:09:00,1,106,France,389.01,205,1
12691.0,2011-11-11 16:49:00,2010-12-17 14:46:00,6,394,France,1035.8,27,0
12693.0,2011-08-04 17:51:00,2011-01-24 12:58:00,4,255,Germany,855.91,126,0
12694.0,2011-09-30 13:06:00,2011-06-09 17:48:00,2,509,France,869.67,69,0
12695.0,2011-12-02 13:22:00,2011-05-13 13:15:00,4,220,France,582.1,6,0
12697.0,2011-11-11 08:47:00,2011-06-23 15:44:00,3,508,Sweden,957.59,28,0
12700.0,2011-12-02 10:47:00,2011-05-08 16:10:00,4,2967,France,4939.99,7,0
12701.0,2011-09-21 10:47:00,2011-04-11 13:02:00,2,678,Germany,797.71,79,0
