total_transactions,total_quantity,country,total_spend,days_since_last_purchase,customer_lifetime_days
-0.15633722,0.20544726,0.0035314325,-0.009055556,-5.885635,-1.1106484
-0.011063485,-0.2984409,0.0029836325,-0.07342549,-5.885635,-0.034458254
-0.0037009534,-0.077556424,-0.0022495217,-0.049080264,7.5801353,-0.060994525
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.24500594,-0.2619008,0.00038731797,-0.013476527,-5.885635,-0.31432885
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
0.13580485,-0.26240095,0.008686075,-0.090784475,-5.885635,0.2878042
-0.22908767,-0.17847985,0.00038731797,0.0014842901,-5.885635,-0.9828394
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
0.08266486,-0.0018614823,0.008686075,-0.08995215,-5.885635,0.30006453
0.11715296,-0.07568998,0.0044612433,-0.014759019,-5.885635,0.32199243
-0.22789498,-0.19333023,0.00038731797,0.0014842901,-5.885635,-0.96918166
-0.22908767,-0.17847985,0.00038731797,0.0014842901,-5.885635,-0.9828394
-0.21660884,-0.20588756,-0.004557478,-0.0051618344,-5.885635,-0.9563196
-0.22908767,-0.17847985,-0.004557478,-0.0007355226,-5.885635,-0.97567475
-0.07444157,-0.26867586,0.0029836325,-0.034303218,-5.885635,0.11677549
0.09107057,0.16266535,0.009694397,0.022054458,7.5801353,0.32475126
-0.22908767,-0.1800519,0.0035314327,0.0014842901,-5.885635,-0.9844114
0.088044465,-0.08594724,0.009694397,0.010403335,-5.885635,0.30039483
-0.00052080886,0.10040351,-0.00495411,-7.65319e-05,-5.885635,0.1522955
-0.041538738,0.07434192,0.002051149,-0.011401489,-5.885635,0.16412437
-0.21036236,-0.21057588,0.0035314327,-0.014565389,-5.885635,-0.95656306
0.12527198,-0.31978008,0.008686075,-0.025373321,-5.885635,0.31328994
-0.13264562,0.07915258,-0.0031820047,0.0038931123,-5.885635,0.15226892
-0.22908767,-0.17847985,0.00038731797,0.0014842901,-5.885635,-0.9828394
0.12029613,-0.28318608,0.008686075,-0.0043452806,7.5801353,0.31103173
-0.22682647,-0.19887638,-0.004557478,0.002775597,-5.885635,-0.9610505
-0.021252478,0.17781633,-0.029458085,-0.029490568,-5.885635,0.11336638
0.09126778,0.2590601,0.0026386725,-0.054158024,7.5801353,0.32117784
-0.06940898,-0.28502685,-0.004557478,-0.034508035,-5.885635,-0.29334822
-0.023160081,-0.09616913,0.009694397,-0.0057459744,-5.885635,0.296897
0.08489793,0.2177042,-0.0040962296,-0.023181546,7.5801353,0.32062432
0.0019666962,-0.011751112,-0.004557478,0.0014306968,-5.885635,-0.42518947
-0.030109953,0.19686793,-0.029843777,-0.03754442,-5.885635,0.31772515
0.13391712,-0.1597126,0.009694397,0.0037418269,-5.885635,0.3122025
0.09898935,-0.04090122,0.008686075,0.023469986,7.5801353,0.32722998
0.10440835,0.15507771,0.0044612433,0.01257474,7.5801353,0.32120672
0.051464405,-0.3428882,-0.0022495217,-0.022775538,-5.885635,0.14151672
-0.24427846,-0.27659062,0.00038731797,-0.01790284,-5.885635,-0.2959402
-0.26767167,-0.30539227,-0.0022495217,-0.031369116,-5.885635,0.10823902
0.095904924,0.08077186,0.0044612433,0.021728829,-5.885635,0.31902406
-0.2292401,-0.19333023,0.00038731797,-0.0029420215,-5.885635,-0.96341026
0.11982788,-0.038692754,0.0044612433,0.0050284937,-5.885635,0.32256475
0.0022297644,0.09355773,-0.00495411,-0.051192272,-5.885635,0.104372606
-0.22596525,-0.20043635,0.0035314327,-0.0006088702,-5.885635,-0.96505624
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.0488712,-0.32247466,-0.0022495217,-0.024088018,-5.885635,0.15564731
-0.05660814,0.09542117,-0.00054516504,0.016423909,-5.885635,-1.068458
-0.22596525,-0.19886428,0.00038731797,-0.0006088702,-5.885635,-0.9634842
-0.22684513,-0.19902489,0.00038731797,-0.0006088702,-5.885635,-0.9624437
0.09296771,0.23456435,-0.029843777,-0.019651247,-5.885635,0.31689018
0.103231356,0.08324025,0.009694397,0.016135456,-5.885635,0.31804433
0.10237286,-0.35632873,0.008686075,-0.019589983,-5.885635,0.30252516
-0.023659406,-0.01185651,0.0029836325,-0.038737748,-5.885635,0.20539162
-0.019881118,-0.23358819,0.0029836325,0.08407773,-5.885635,0.13845867
0.095904924,0.08419551,-0.0082452595,0.0030550617,-5.885635,0.3127633
-0.22996755,-0.19125766,-0.004557478,-0.0007355226,-5.885635,-0.962017
-0.22908767,-0.14370775,-0.004557478,-0.0007355226,-5.885635,-1.0104469
-0.07042063,-0.19377041,-0.004557478,-0.015493298,-5.885635,-0.9670567
0.10440835,0.15507771,-0.0082452595,0.0074038142,-5.885635,0.31737408
0.0062057665,-0.2273181,-0.004557478,-0.006310978,-5.885635,-0.5003854
0.041693375,-0.34293973,-0.0071943174,-0.04016012,-5.885635,0.120202325
0.008377074,0.19665463,-0.0067707645,0.009877253,7.5801353,0.21536818
0.08599146,0.18948264,-0.026529064,-0.050042637,-5.885635,0.31346664
0.10194727,-0.35632873,-0.008906891,-0.028796183,-5.885635,0.296616
0.08762572,0.21027957,-0.033263963,-0.023886008,7.5801353,0.31572333
-0.028290924,0.16260026,-0.021814838,-0.03793936,-5.885635,0.3099784
-0.2270151,-0.1947417,0.0035314327,0.0014842901,-5.885635,-0.9717942
-0.008687228,-0.06233811,-0.0070482856,-0.0048838668,-5.885635,0.18008918
-0.22996755,-0.14386833,-0.004557478,-0.0007355226,-5.885635,-1.0094063
0.094718,0.08274653,-0.00019328739,0.0005563261,-5.885635,0.31641772
-0.014989375,-0.06799833,0.0044612433,-0.009730514,7.5801353,0.2932298
-0.02307221,-0.2800585,-0.0022495217,0.0473997,-5.885635,-0.061166476
0.0925919,0.0928748,-0.003567698,-0.0040868814,7.5801353,0.31643316
-0.2270151,-0.1947417,0.0035314327,0.0014842901,-5.885635,-0.9717942
0.10473091,0.13075748,0.009694397,-0.017343853,7.5801353,0.3127754
0.09438698,0.2429204,-0.033263963,-0.022234237,7.5801353,0.31553838
0.081207074,-0.10102192,0.0044612433,0.00092699856,-5.885635,0.30147782
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.2270151,-0.19316965,0.00038731797,0.0014842901,-5.885635,-0.9702222
-0.007423672,-0.3361273,0.0020511495,-0.035736136,-5.885635,0.14716586
-0.029811855,-0.095506266,-0.0022495217,0.03547966,-5.885635,0.15145075
0.09159351,0.26596472,-0.0040962296,-0.03112658,7.5801353,0.31972972
0.08533245,0.20886156,-0.0040962296,-4.0907762e-05,7.5801353,0.32305825
-0.21250512,-0.21232095,-0.004557478,-0.015075791,-5.885635,-0.94407594
-0.08490201,-0.14403488,0.0025989497,-0.01651191,-5.885635,-1.0084488
0.035454206,-0.19596036,0.00038731797,0.04190772,-5.885635,-0.97538877
0.09133006,-0.10450103,0.009694397,0.0037061307,-5.885635,0.31055087
0.07780648,-0.0035637561,0.0044612433,0.013417646,7.5801353,0.32097876
0.08755266,0.03801422,-0.003567698,-0.075181864,-5.885635,0.29599524
-0.030929958,-0.096985064,0.0020511495,-0.005625616,7.5801353,0.15858456
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.17755195,0.029776294,0.00038731797,-0.008165448,-5.885635,-1.0301405
0.051436204,-0.32393473,-0.0022495217,0.0549893,7.5801353,0.053035803
0.09159351,0.24126521,-0.029843777,-0.015205257,-5.885635,0.3169414
0.08769139,0.21826379,-0.0040962296,-0.026349625,-5.885635,0.32043937
0.08533245,0.20886156,-0.0040962296,-4.0907762e-05,-5.885635,0.32305825
-0.015835255,-0.0857766,0.0029836325,-0.033584025,-5.885635,0.1519236
0.03854112,-0.19059157,0.008686075,0.03450293,7.5801353,0.31107184
0.07769992,0.018279167,0.0044612433,0.004210737,7.5801353,0.32053554
-0.024034558,-0.05995175,-0.0031820047,-0.0022584274,-5.885635,-0.011223851
-0.074294455,0.14134021,0.002051149,0.025555931,-5.885635,0.15037349
-0.2270151,-0.19316965,0.00038731797,0.0014842901,-5.885635,-0.9702222
-0.010681075,-0.20090638,-0.004411446,-0.033442628,-5.885635,-0.987667
-0.22996755,-0.17864043,-0.004557478,-0.0007355226,-5.885635,-0.97463423
-0.2270151,-0.1947417,0.0035314327,0.0014842901,-5.885635,-0.9717942
-0.20421198,-0.2151437,0.0035314327,-0.0054254844,-5.885635,-0.96728563
-0.22729172,-0.19871578,0.00038731797,0.00056909805,-5.885635,-0.9634842
-0.06542038,0.16918285,-0.0031820047,0.009790428,7.5801353,-0.0003665816
0.08755266,0.008133202,0.0016654558,-0.12516932,-5.885635,0.28853527
0.07891519,0.14968164,-0.017590005,-0.10970466,-5.885635,0.29044724
-0.028430035,0.116152674,0.00082684436,0.01361909,-5.885635,-0.38737544
0.1216226,-0.2910096,-0.002112294,-0.015379947,-5.885635,0.3062279
-0.069690816,-0.19377041,0.00038731797,-0.023257753,-5.885635,-0.96496683
-0.25592032,-0.31811014,-0.0022495217,-0.031369116,-5.885635,0.10920554
0.10602168,-0.36566538,0.008686075,-0.024419587,-5.885635,0.30994493
0.09835997,-0.07077855,0.008686075,-0.06839935,-5.885635,0.2825876
-0.22789498,-0.19333023,0.00038731797,0.0014842901,-5.885635,-0.96918166
0.09491117,0.20675567,-0.021814838,0.018227667,7.5801353,0.32142565
-0.24427846,-0.2781627,0.0035314327,-0.01790284,-5.885635,-0.29751226
-0.0053877085,-0.0443051,0.0035314327,-0.039405927,-5.885635,-1.0302824
0.07249526,0.06023588,0.009694397,0.0009737738,-5.885635,0.31706637
0.08762572,0.21089025,-0.029843777,-0.021654041,-5.885635,0.31686404
-0.22908767,-0.17847985,0.00038731797,0.0014842901,-5.885635,-0.9828394
-0.07210249,-0.18421066,0.0035314327,-0.006518862,-5.885635,-0.97189736
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
0.09159351,0.24297151,-0.029843777,-0.01683419,7.5801353,0.31686404
0.093195304,0.08181076,-0.003567698,0.017138777,7.5801353,0.31989786
-0.008687228,-0.09047434,0.0020511495,-0.021396331,-5.885635,0.1813831
0.053015027,-0.30561525,-0.0022495217,0.04157067,7.5801353,0.15357932
-0.22908767,-0.17847985,0.00038731797,0.0014842901,-5.885635,-0.9828394
-0.24191326,-0.25275472,-0.0022495217,0.011760375,-5.885635,-0.04959777
-0.06711032,-0.028554864,-0.0022495217,-0.011529796,-5.885635,0.19056183
0.025894038,-0.280092,0.0029836325,-0.017294839,-5.885635,0.10114998
0.08266486,-0.0046198904,0.009694397,-0.06692098,-5.885635,0.30512854
-0.21748872,-0.20604813,0.00038731797,-0.0029420215,-5.885635,-0.9624437
0.054341502,-0.32814986,-0.0022495217,0.04059989,-5.885635,0.14150289
-0.22908767,-0.1800519,0.0035314327,0.0014842901,-5.885635,-0.9844114
0.100048766,-0.37882912,-0.008906891,-0.12869595,-5.885635,0.27735266
0.078885995,0.08743058,-0.0082452595,0.006025095,7.5801353,0.31019783
-0.12084281,-0.08874428,0.0029836325,-0.036542587,-5.885635,0.12819421
0.09159351,0.24297151,-0.033263963,-0.0127188,-5.885635,0.31616884
-0.08505585,-0.26942894,-0.0022495217,0.015067169,-5.885635,0.15664306
-0.2270151,-0.1947417,0.0035314327,0.0014842901,-5.885635,-0.9717942
0.10685017,-0.047437225,0.0044612433,0.011528036,-5.885635,0.3143308
-0.21616225,-0.20619664,0.00038731797,-0.00411999,-5.885635,-0.9624437
0.051464405,-0.36443457,-0.00039972086,-0.003052386,-5.885635,0.12875974
-0.2270151,-0.19316965,0.00038731797,0.0014842901,-5.885635,-0.9702222
0.09420384,0.068447836,0.0044612433,0.023194227,-5.885635,0.31805885
-0.05525378,-0.32605013,-0.0031820047,-0.02589519,-5.885635,0.1577228
0.08079716,-0.115438886,0.0016654562,0.013989838,-5.885635,0.31355363
0.09438698,0.25768468,-0.0040962296,-0.019651247,7.5801353,0.32109597
0.1276598,-0.25196916,0.01391923,0.002796866,7.5801353,0.30882502
0.0864653,-0.2703108,-0.0022495217,0.08367343,-5.885635,-0.061807994
-0.14185242,0.060051125,-0.00054516504,-0.014017371,-5.885635,-1.0590264
-0.22789498,-0.1949023,0.0035314327,0.0014842901,-5.885635,-0.9707537
-0.25592032,-0.3462464,0.0029836325,-0.031161923,-5.885635,0.09764608
0.11982788,-0.041684482,0.008686075,-0.07048642,-5.885635,0.30125585
0.08468662,0.16767178,0.0024450435,-0.06624294,-5.885635,0.3156907
0.101970114,0.16178179,0.0016654558,0.0040367898,-5.885635,0.32156086
-0.22908767,-0.19109708,0.00038731797,0.0014842901,-5.885635,-0.9702222
-0.2270151,-0.1947417,0.0035314327,0.0014842901,-5.885635,-0.9717942
0.09126778,0.24429585,-0.023108877,-0.054158024,7.5801353,0.31697205
0.117421284,-0.066552274,0.009694397,0.004578123,-5.885635,0.3258013
-0.22789498,-0.19333023,0.00038731797,0.0014842901,-5.885635,-0.96918166
-0.021525674,-0.2939395,0.0029836325,0.03623076,-5.885635,0.1546543
-0.22789498,-0.1949023,0.0035314327,0.0014842901,-5.885635,-0.9707537
0.09417402,0.2405447,-0.0040962296,0.005550847,7.5801353,0.32305825
-0.0033185435,-0.036292344,-0.00054516504,-0.013554165,-5.885635,-1.0498149
-0.22060283,-0.28125778,0.0035314327,-0.013580083,-5.885635,-0.42286462
-0.21162523,-0.20583594,-0.004557478,-0.013293867,-5.885635,-0.9532227
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.22288181,-0.17301424,0.0035314327,-0.010090827,-5.885635,-0.9860799
-0.16132753,0.04285694,0.0029836325,0.04626867,-5.885635,0.1736049
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
-0.22836022,-0.1947417,0.0035314327,-0.0029420215,-5.885635,-0.9660228
-0.26811826,-0.33321944,0.0029836325,-0.029983956,-5.885635,0.09563907
0.08468662,0.16767178,0.0024450435,-0.06624294,7.5801353,0.3156907
0.117196485,-0.26849627,0.008686075,-0.0022911555,-5.885635,0.29738745
0.041693375,-0.33279848,0.0029836325,-0.0476868,-5.885635,0.12305201
0.09107057,0.16266535,0.009694397,0.01257474,7.5801353,0.3217237
-0.1615392,0.029404413,0.0035314327,-0.00085472735,-5.885635,-1.0562363
-0.14532854,0.05574787,0.00038731797,-0.0068154195,-5.885635,-1.0593814
0.015279763,-0.2822256,0.0029836325,0.022329058,-5.885635,0.1535537
-0.12329585,0.14491537,0.0025989497,-0.020598818,-5.885635,-1.0833064
-0.08660238,-0.25587806,-0.0071943174,-0.0045717796,-5.885635,-0.08050414
-0.22996755,-0.1802125,0.0035314327,0.0014842901,-5.885635,-0.98337096
0.02107665,-0.3066646,0.00038731797,-0.05171762,-5.885635,-0.28181118
0.08533245,0.19409728,-0.029843777,-4.0907762e-05,-5.885635,0.31885245
0.093195304,0.06914646,-0.003567698,0.0059795477,-5.885635,0.31596673
-0.20338637,-0.28199643,0.0035314327,-0.01790284,-5.885635,-0.26932535
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
0.09835997,-0.08179386,0.009694397,0.007115568,7.5801353,0.31267035
-0.22836022,-0.19316965,0.00038731797,-0.0029420215,-5.885635,-0.9644507
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.058642235,-0.32497737,-0.0022495217,-0.06110529,-5.885635,0.120717354
-0.21526374,-0.20588756,0.00038731797,0.0014842901,-5.885635,-0.9692556
0.1276598,-0.24621902,0.008686075,0.002796866,-5.885635,0.30830804
-0.22996755,-0.1802125,0.0035314327,0.0014842901,-5.885635,-0.98337096
0.095904924,0.08419551,-0.0082452595,-0.039067153,-5.885635,0.29931065
0.028482515,-0.34611276,0.0029836325,-0.01204032,-5.885635,-0.08241765
0.015279763,-0.27829087,-0.0022495217,0.022536246,-5.885635,0.18225801
0.06918224,0.06891517,0.0016654558,-0.011339096,-5.885635,0.31690356
-0.01618021,-0.12613212,0.0029836325,-0.03298528,-5.885635,0.18434715
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.22836022,-0.1947417,0.0035314327,-0.0029420215,-5.885635,-0.9660228
-0.23140489,-0.28881648,0.0029836325,0.038017306,-5.885635,0.14692423
-0.15270042,0.0010400309,0.0029836325,-0.009089822,-5.885635,0.18084303
-0.14323097,0.06542949,0.0035314327,0.004701041,-5.885635,-1.052445
0.09658409,0.07587136,0.0044612433,0.0055106785,7.5801353,0.31343135
-0.2304328,-0.1800519,0.0035314327,-0.0029420215,-5.885635,-0.97864
-0.22908767,-0.19266912,0.0035314327,0.0014842901,-5.885635,-0.9717942
-0.16241908,0.022221087,0.0035314327,-0.012915073,-5.885635,-1.0361127
0.07769992,0.00091360335,0.009694397,0.0043209065,-5.885635,0.32047153
-0.22908767,-0.1452798,0.0035314327,0.0014842901,-5.885635,-1.0191836
0.08863232,0.17511958,0.0016654558,0.0040367898,-5.885635,0.32156086
0.10440835,0.14740267,-0.0014506625,0.0076045077,7.5801353,0.31805384
0.090419196,0.2256034,-0.0040962296,-0.024471102,7.5801353,0.32109597
-0.0032820553,-0.05743217,0.0029836325,-0.023131095,7.5801353,0.21205682
0.0925919,0.08370102,0.0016654558,-6.375776e-05,7.5801353,0.31635064
0.0993709,0.14960401,-0.003567698,-0.07390645,7.5801353,0.31115595
0.00826476,-0.28680095,-0.00039972086,0.01829264,-5.885635,0.16361514
0.105542995,-0.06783716,0.009694397,0.01226354,-5.885635,0.3182598
-0.015994292,-0.08632347,-0.0014506625,-0.039719667,-5.885635,0.31102213
-0.22908767,-0.14370775,-0.004557478,-0.0007355226,-5.885635,-1.0104469
-0.2270151,-0.19523665,-0.0005096389,-0.0006493473,-5.885635,-0.96512455
-0.22908767,-0.14577475,-0.0005096389,-0.0006493473,-5.885635,-1.0125139
-0.22789498,-0.19539726,-0.0005096389,-0.0006493473,-5.885635,-0.964084
0.101970114,0.16753192,-0.0069878837,0.008152179,-5.885635,0.32034868
0.117196485,-0.26849627,0.008686075,-0.0022911555,-5.885635,0.29738745
-0.22908767,-0.14370775,0.00038731797,0.0014842901,-5.885635,-1.0176115
-0.014143001,-0.13181522,-0.0022495217,0.043182343,7.5801353,0.18233442
0.042607434,-0.31895244,-0.0022495217,0.048522245,7.5801353,0.17037249
0.099724345,0.17131974,-0.003567698,-0.034517452,-5.885635,0.31750932
-0.22908767,-0.17847985,-0.004557478,-0.0007355226,-5.885635,-0.97567475
0.029354623,-0.2723096,-0.004557478,0.033850297,-5.885635,-0.28974283
-0.0748422,-0.1871994,0.00038731797,-0.00018485857,-5.885635,-0.96935874
0.048603386,-0.32497418,-0.0071943174,0.07927546,-5.885635,0.13392907
-0.024332521,-0.03953021,-0.00054516504,-0.005496708,-5.885635,-1.0459452
0.10672282,-0.056787096,0.008686075,0.0020838347,7.5801353,0.3191191
-0.22908767,-0.14370775,-0.004557478,-0.0007355226,-5.885635,-1.0104469
0.116002426,-0.033962615,0.01391923,0.012230786,7.5801353,0.33153114
0.10698592,-0.34904873,0.008686075,-0.004822519,7.5801353,0.30621475
0.1276598,-0.24621902,-0.008906891,-0.0072605256,-5.885635,0.30282447
-0.21250512,-0.20974007,0.00038731797,-0.008655721,-5.885635,-0.9580217
-0.20421198,-0.2126279,0.00038731797,-0.012270083,-5.885635,-0.9598127
-0.2270151,-0.19316965,-0.004557478,-0.0007355226,-5.885635,-0.9630575
0.028864924,-0.21626793,0.0035314327,-0.009990017,-5.885635,-0.96713465
-0.21748872,-0.20604813,-0.004557478,-0.0051618344,-5.885635,-0.95527905
